Sr. No.,Roman News Items,Label
3028,saudiarab ny bari pabandi aaid kr di,TRUE
3029,shah abdulaziz gate par islami tarz e tameer sy bharpor 2 hilal ki tanseeb ka kaam mukamal,TRUE
3030,saudiarab mai eid ka chand nazar agya kal eid ul fitar hogi,TRUE
3031,saudiarab mai umrah zaireen ki bus ko hadsa 22 afrad janbahaq,TRUE
3032,kabul mai wizarat e kharja ky daftar ky qareeb khudkush hamla 6 afrad halak,TRUE
3033,brussels mai yom e pakistan milli josh o jazby ky sath manaya gya,TRUE
3034,mufti e azam jamia al zahra ka afghanistan mai khawateen ki taleem par pabandi par tashweesh ka izhaar,TRUE
3035,spain barcelona mai pakistani council mai yom e pakistan ki pur waqar tareeb,TRUE
3036,london british king charles iii ka yom e pakistan par khasusi paigham,TRUE
3037,paris mai yom e pakistan ka bharpur jashan sifarat khany mai parcham kushai,TRUE
3038,modi ko chor kehny par rahul gandhi ko 2 saal ki jail,TRUE
3039,khadim alharmain alsharifain shah salman ka umaat e muslima ky naam khasusi paigham,TRUE
3040,chinese sadar ky alwida hoty hi russia ny banduqen taan lin,TRUE
3041,ganon mai russian sadar par tanqeed krny wala gulukar hadsay mai halak,TRUE
3042,south asian countries mai chand nazar nhi aya 1st ramzan jummah ko hoga,TRUE
3043,tanzania mai naye virus ny khatry ki ghanti baja di 5 afrad halak,TRUE
3044,missile bardaar train par hamla mutadid missile tabah ukraine ka dawa,TRUE
3045,london ko ramzan ki amad par dulhan ki trha saja dia gya,TRUE
3046,mah e ramzan mai masjid e haraam ki chaat par bhi namaz ka ihtemam kia jaye ga,TRUE
3047,saudiarab mai ramzan ka chand nazar nhi aya pehla roza jumeraat ko hoga,TRUE
3048,sikh rehnuma amritpal singh giraftar nhi huwe britain media ka dawa,TRUE
3049,sikh rehnuma ki giraftari ky liye bharti punjab mai internet ajj chothy roz bhi band,TRUE
3050,jung bandi ky liye china ky mansuby par baat ho skti hai sadar putin,TRUE
3051,french journalist olivier duyons ko aghwakaron ny reha kr dia,TRUE
3052,nepal wazeer e azam ny parliament sy aitemad ka vote hasil kr lia,TRUE
3053,london indian high commission par khalistan ka parcham lehra dia gya,TRUE
3054,bharat ghair mulki saiyah ki ismatdari aur qatal par do afraad ko umer qaid,TRUE
3055,modi hakumat ki azadi e sahafat ki sarasar khilafwarzi zameeni haqaiq dikhany sy rok dia,TRUE
3056,kuwait educational institutes sy foreign teachers ki chutti local teachers hier,TRUE
3057,pakistani atomic assets ky hifazati nizaam sy mutamaeen hain sarbarah amarican central command ,TRUE
3058,saudiarab hafilat alrayad ky pehly marhaly mai 340 busess chalany ka alaan,TRUE
3059,amritpal singh ki giraftari par indian punjab mai halaat kasheeda,TRUE
3060,russian sadar ka surprise ukraine ki bandargah mariupol pohanch gaye,TRUE
3061,bangladesh musafir bus khaai mai ja giri 19 afrad halak,TRUE
3062,mujhe tuesday ko giraftar kia ja skta hai sabiq sadar donald trump,TRUE
3063,australia river darling mai lakhon machliyan marny ka tesra waqiya,TRUE
3064,britain universities mai modi sarkaar ky kashmir mai muzalim ki gonj,TRUE
3065,russian president vladimir putin ky warrant giraftari jari,TRUE
3066,bharat fake officer bn kr protocol ky mazy leny wala giraftar,TRUE
3067,canada mai firing sy 2 police ehalkar halak,TRUE
3068,eaia ny lebonon mai lapata hony waly uranium ko baramad kr lia,TRUE
3069,north korea ky intercontinental missile ki range 15000 km thi japan,TRUE
3070,america ka china ky maruf businessman par arbon dollars ky fraud ka ilzam,TRUE
3071,russian army jet ka american drone par hamla,TRUE
3072,bharti foj ka helicopter china ki sarhad ky qareeb gir kr tabah,TRUE
3073,senegal parliament mai khatoon rukn e assembly ko siyasatdaan ny thapar maar dia,TRUE
3074,lebonon sy kai ton natural uranium gaib,TRUE
3075,somalia governor par khudkush hamla 5 afrad halak governor zakhmi,TRUE
3076,america ky mukhalif china russia aur iran ki khaleej oman mai joint navy exercises,TRUE
3077,zalzaly sy mutasirah turkiye par ak aur afat tut pari,TRUE
3078,malawi aur mozambique mai freddie tufan sy halak hony walon ki tadad 220 hogai,TRUE
3079,meta ka hazaron afrad ko berozgar krny ka faisla,TRUE
3080,canada truck rahgiron par charh dora 2 afrad halak 9 zakhmi,TRUE
3081,china ny corona waba ky 3 saal baad apni sarhaden dobara kholna shuru kr din,TRUE
3082,"ned price, us state department spokesman ky ohdy sy dastbardar hogaye",TRUE
3083,maholiyati khatry ky bawajud america alaska mai oil nikaly ga,TRUE
3084,cancer ki nai dawa ky liye 43 billion dollars ka moahida,TRUE
3085,mozambique aur malawi mai tufan freddie ny tabahi macha di 15 afrad halak,TRUE
3086,india bjp rehnuma ki azan ki toheen muslim abadi mai gham o gussa ki shadeed lehar,TRUE
3087,india corona dobara sar uthany lga riysaton ko alert jari,TRUE
3088,israeli foj ki barbariyat ka silsila jari mazeed 3 palestinians shaheed,TRUE
3089,wazeer e azam netanyahu ky khilaf lakhon israeli sarkon par nikal aye,TRUE
3090,saudiarab ki sarkari oil company ka record profit ka ilan,TRUE
3091,tesla company ki electric car ab taxi ky tor par istemal hogi,TRUE
3092,saudiarab corona ky 96 naye cases darj ak shakhs halak,TRUE
3093,saudiarab qomi parcham ky istemal ky hawaly sy intebah jari,TRUE
3094,afghanistan sahafiyon ki taqreeb mai bomb blast 8 afrad halak mutadid zakhmi,TRUE
3095,indonesia atishfishan phatny sy mutadid gaon shadeed mutasir,TRUE
3096,india intehapasand hindon ny ak aur begunah musalman ko qatal kr dia,TRUE
3097,italian coast guard ny aik hazar sy zaid tarqeen e watan ko rescue kr lia,TRUE
3098,intehapasand modi sarkar jamhuri iqdar aur sahafat ka badtareen dushman,TRUE
3099,russia ukraine tanaziya saudiarab ny saalsi ki paishkash kr di,TRUE
3100,indian army ny apny hi gaon par martor gola dy mara,TRUE
3101,salsi ky liye tayar hain lekin faisla pakistan aur india ny krna hai ned price,TRUE
3102,xi jinping tesri mudadt ky liye chian k sadar muntakhib,TRUE
3103,germany church mai firing sy mutadid afrad halak,TRUE
3104,california mai ak aur tufan ki paishgoi mutadid counties mai emergency nafiz,TRUE
3105,senior rehnuma ram chandra poudel nepal ky tesry sadar muntakhib,TRUE
3106,israeli foj ki dehshatgardi jari 4 palestinian nujawan shaheed,TRUE
3107,malaysia corruption ky ilzammat mai sabiq wazeer e azam giraftar,TRUE
3108,afghanistan mai dhamaka suba balakh ky governor janbahaq,TRUE
3109,westren bank mai isreali foj ki karwai 6 palestinians shaheed,TRUE
3110,america doraan e parwaz emergency door kholny ki koshish krny wala giraftar,TRUE
3111,australia shadeed barishon ky baad gandum ki record bumper fasal,TRUE
3112,turkiye zalzala nuksan 100 billion dollars sy bhi zyada hai aqwam e mutahidah,TRUE
3113,bangladesh dhaka ki saat manzila imarat mai dhamaka 14 afrad halak mutadid zakhmi,TRUE
3114,artificial satellites orbit mai bhejny ki salahiyat hasil kr li north korea,TRUE
3115,pak saudiarab digital taluqat mai aham paishraft tech house ka iftetah,TRUE
3116,saudiarab mah e syam mai quran e majeed ky 10 lakh nuskhy taqseem krny ka faisla,TRUE
3117,bakhmut par qabzy ka mtlb russia ki fateh nhi hai pentagon,TRUE
3118,iran hakumat mukhalif ehtejaj krny wali khaton ny rehai ky fori baad khudkushi kr li,TRUE
3119,nigeria primary education english ki bajye mother language mai deny ka faisla,TRUE
3120,bangladesh rohingya panah guzeen camp mai khofnaak agg bharak uthi,TRUE
3121,rawan saal pehli baar chand khana kaba ky aain uper agya,TRUE
3122,peru mai hakumat mukhalif ehtejaj ny shidaat ikhteyar kr li 7 afrad halak ,TRUE
3123,russia ka ukraine ky sadar sy bakhmut sy foj nikalny ka mutalba,TRUE
3124,australia khufia operation mulki tareekh mai manshiyaat ka sab sy bara zakhira baramd,TRUE
3125,philippines negros oriental province ky governor ko goli maar kr halaak kr dia gya,TRUE
3126,greece mai pakistani jaraim paisha garoh giraftar,TRUE
3127,indonesia oil ky godaam mai agg lgny sy 17 afraad jhulas kr halak,TRUE
3128,saudiarab middle east youth summit ka pehla sarbarahi ijlas,TRUE
3129,shakar qandi ky zariye 12 saal purana qatal ka moama hal hogya,TRUE
3130,america ka russia sy ukraine jung rokny ka mutalba,TRUE
3131,israeli foj ki barbariyat jari ak aur palestinian nujawan shaheed,TRUE
3132,maqbuza kashmir mai internet ki bandish par ned price ka rad e amal,TRUE
3133,zalzalon sy khofzada turk khandanon ny tarins mai dera daal lia,TRUE
3134,dunya ki basar khawateen ki fehrist mai pakistan ki ayesha sadiqa ka naam bhi shamil,TRUE
3135,samundar mai duby oil tanker ki talash jari oil risny sy samundri hayat ko khatrah,TRUE
3136,space x ka rocket char khala bazon ko ly kr rawana,TRUE
3137,tarekh ka taweel treen arab space mission launch kr dia gya,TRUE
3138,afghanistan barudi surang dhamaky mai kaladam ttp ky 6 dehshatagrd halak,TRUE
3139,china ny corona sy mutaliq fbi ky dawye ko muzhika kheez qarar dy dia,TRUE
3140,turk sadar ka tabahkun zalzaly ky bawajud intekhabaat muqarara waqt par krany ka ilan,TRUE
3141,america mai tiktok par pabandi ka ikhteyar sadar ko mil gya,TRUE
3142,saudiarab har saal 11 march ko yom e parcham manaye ga,TRUE
3143,bailout package ko sirlankan awam ny mustarid kr dia mulk bhar mai hartal,TRUE
3144,corona virus ki ibteda chinese laboratory sy hui fbi ka dawa,TRUE
3145,960 afrad ny ak sath crease weaving ka world record bna dala,TRUE
3146,india bihar mai zehrili sharab peeny sy 31 afrad halak,TRUE
3147,saudi arab aur khaliji mumalik mai bangladeshi kapron ki maang mai izafa,TRUE
3148,russian president vladimir putin ny sarhadi petroling mazeed sakht krny ka hukam dy dia,TRUE
3149,bharat saal 2022 mai internet blackout ka sab sy bara mujrim qarar,TRUE
3150,maqbuza kashmir mai bharti foj ki jarhiyat ak aur kashmiri nujawan shaheed,TRUE
3151,brazil mai selab aur land sliding sy tabahi kam az kam 65 afraad halak,TRUE
3152,naqis jungi hikmat e amli par donbass ka commander bartaraf,TRUE
3153,greece ny zalzala mutasireen ky liye apni haadbandi kr di,TRUE
3154,space x ky rocket ki space mai rawangi akhri lamhaat mai moakhir,TRUE
3155,turkiye ak baar phir zalzaly sy laraz utha mazeed halakton ka khadsha,TRUE
3156,saudiarab ka ukraine ko insani bunyadon par 40 crore dollars imdad deny ka faisla,TRUE
3157,urdan mai israeli aur palestini hukaam mai muzakraat tashadud ky khatmy par zor,TRUE
3158,italy mai tarkeen e watan ki kashti dub gai 28 pakistaniyo samet 59 afrad janbahaq,TRUE
3159,oman ny israel samet tamam mumalik ky liye apni fizaai hadud khol di,TRUE
3160,masjid alharaam mai aab e zamzam ki bottles ky naye naye design ka iftetah,TRUE
3161,bharat mai musalman larka hindu larki ky sath safar krny par giraftar,TRUE
3162,guantanamo bay jail mai qaid 2 bhai pakistan muntaqil,TRUE
3163,bharti tajir ny qeemati rolls royce gari taxi mai badal dali waja herankun,TRUE
3164,ukraine jung par russia ky khilaf united nations mai mazamati qarardad manzur,TRUE
3165,american president ny ajay banga ko worldbank ka sarbarah naamzad kr dia,TRUE
3166,pak america mazbut tijarati o iqtesadi taluqat waqt ki zarorat hain ned price,TRUE
3167,purisrar ball ny japani awam ko pareshan kr dia,TRUE
3168,philippine mai private plane hadsy ka shikar tamam afrad halak,TRUE
3169,russia ka nuclear weapon ky moahidy ko moatal krna boht bari galti hai jeo biden,TRUE
3170,tajkistan mai 7.2 shidadt ka khofnak zalzala,TRUE
3171,france shagird ny class mai ustani ko chaku mar kr halak kr dia,TRUE
3172,turkiye zalzaly mai tabah imarton ka malba 10 crore ton sy zaid,TRUE
3173,north korea ko khurak ky shadeed bohraan ka samna hai mahireen,TRUE
3174,china coal mine ky baithny sy 2 afraad halak mazeed halakton ka khadsha,TRUE
3175,bharat mai ak aur binte hawa ijtemai ziyadati ka nishana bn gai,TRUE
3176,pakistnai american doctors ny turk zalzala mutasreen ko imdad bhijwa di,TRUE
3177,opec plus lachakdar hai zarorat parny par faisly tabdel kr skta hai saudi wazeer e tawanai,TRUE
3178,chat gpt ny modi ko mutanaziya shakhsiyat qarar dy dia,TRUE
3179,israeli sifaratkar ki ghazab beizati bhary ijlas sy bahar niakl dia video viral,TRUE
3180,saudiarab mai yom e tasees par 4 roza tateel ka ilan,TRUE
3181,ham azaad khalistan ly kr rahen gy hindustan taqseem dar taqseem hoga sarbarah sikh for justice,TRUE
3182,beti ki video viral hony par ehtejaj krny waly baap ko peet peet kr maar dala,TRUE
3183,bharat khity ka amn tabah krny ky dar par,TRUE
3184,karnatak mai musalman nujawan ky qatal ky baad halaat kasheda,TRUE
3185,maqbuza kashmir guzishta 10 barson mai kitni baar internet services moatal ki gain,TRUE
3186,north korea ky drones ki south korea ki fizai hadud ki khilaf warzi ,TRUE
3187,maruf turk chef salt bae ny zalzala zadgan ko bari khushkhabri suna di,TRUE
3188,britain sifaratkhany ka security guard russian jasus nikla,TRUE
3189,china ny corona par faisla kun fateh hasil krny ka ilan kr dia,TRUE
3190,bharat mai twitter ky do dafatir band,TRUE
3191,modi sarkar subcontinent ki tareekh maskh krny par tul gai,TRUE
3192,afghanistan mai khawateen par aala taleem ky darwazy band kr diye gaye,TRUE
3193,chinese balloon ko maar girany par koi afsos nhi american president,TRUE
3194,paisy nikalny ki pabandi par lebonon khaty daron ny banks ko nazar e atish kr dia,TRUE
3195,irani sadar china ky tarekhi dory par pohanch gaye,TRUE
3196,american army helicopter highway par gir kr tabah 2 afraad halak,TRUE
3197,saudi hakumat ka aham iqdam umrah zaireen ky liye muft bus service ka aghaz,TRUE
3198,kashmirion ki jabri bedakhli ky khilaf maqbuza kashmir mai mukamal hartal,TRUE
3199,bharat mai bbc ky daftar par chapa america aur britain ka rad e amal samny agya,TRUE
3200,newzealand mai 6.1 shidadt ka khofnak earthquick,TRUE
3201,musalman dushman modi sarkar ny madrison ky tulba ky liye scholarships khatam kr din,TRUE
3202,mosmiyati tabdeli new year night par atishbazi mansukh kr di gai,TRUE
3203,south africa cash van aur bus mai tasadum 20 afrad halak,TRUE
3204,muslim kush fasadaat bharat mai bbc zeyr e atab,TRUE
3205,saudiarab 8 sala bachi gandy talab mai dub kr janbahaq,TRUE
3206,modi sarkar babri masjid case ka faisla sunany waly judges par mehrban,TRUE
3207,bharat mai church nazar e atish diwar par ram likh dia,TRUE
3208,bharat mai musalman ky ghar zabardasti hanuman ki murti nasab krny par kasheedgi barh gai,TRUE
3209,newyork city mai truck ny paidal chalny waly afraad ko rond dala 6 afraad zakhmi,TRUE
3210,disney ny 7000 mulazmaton ko khatam krny ka faisla kr lia,TRUE
3211,white house ny nord stream blasts sy mutaliq american journalist ka ilzam mustarid kr dia,TRUE
3212,bharat mai dhokha dahi sy sarkari nokriyan hasil krny ka inkeshaf,TRUE
3213,kasheedgi ky bawajud china aur america ki tradde record buland satah par,TRUE
3214,adani ka modi sy kya rishta hai rahul gandhi ny sawalaat utha diye,TRUE
3215,mahireen ny middle east mai mazeed zalzalon ki paishgoi kr di,TRUE
3216,indonesia newzealand ky pilot ko alehdgi pasandon ny yarghamal bna lia,TRUE
3217,dushmanon ky samny buzdili dikhany par 7 fojiyon ko saza e mot,TRUE
3218,turkiye mai construction companies ky malikaan ky khilaf ghera tang,TRUE
3219,cyprus ky sahil par 7 whales purisrar tor par murda pai gain,TRUE
3220,maruf russian singer zamfira foreign agent qarar,TRUE
3221,south africa famous singer apny dost samet qatal,TRUE
3222,sirlankan guerrilla tanzeem ky sarbarah parbhakaran zinda hain bharti media ka dawa,TRUE
3223,america ny balloon sy munsalik 6 chinese idaron ko blacklist kr dia,TRUE
3224,newzealand samundri tufan ky baais hazaron afrad bijli sy mehrum,TRUE
3225,intehapasand hinduon ko mu ki khani pari highcourt ka britain nashriyati idary ky haq mai faisla,TRUE
3226,america ny sham par lgai jany wali pabandiyon mai narmi kr di,TRUE
3227,america ny iran par nai pabandiyan aaid kr din,TRUE
3228,aalmi idara e khuraak ki shaam aur turkiye mai zalzala mutasireen ky liye imdad ki appeal,TRUE
3229,american airforce ny alaska ky uper parwaz krny wali mashkuk chez maar girai,TRUE
3230,portugal catholic church mai hazaron minors ky saath jinsi ziyadati ka inkeshaf,TRUE
3231,malby mai paida hony wali bachi ko bachany waly ny goad ly lia,TRUE
3232,bharti hakumat ki shehriyon sy valentine day par cow ko galy lgany ki darkhwast,TRUE
3233,america ny apny shehriyon ko fori russia chorny ki hidayat kr di,TRUE
3234,britain ky badsha aur queen ki london mai bangladeshi community sy mulaqat,TRUE
3235,saudiarab pehli khaton astronaut space mai bhejy ga,TRUE
3236,chilli ky junglaat mai lgi agg sy jungli hayat ko shadeed khatra,TRUE
3237,barcelona mayor palestinians ki himayat mai samny aagain,TRUE
3238,united nations imdadi samaan ka pehla qafla western syria pohanch gya,TRUE
3239,indonesia mai zalzala café munhadim hony sy 4 afraad halak,TRUE
3240,haiti musalah giroh ny 12 afrad ko halak kr dia mutadid makanat nazar e atish,TRUE
3241,iran ky janubi ilaqy mai 5.6 shiddat ka zalzalah khabar agency,TRUE
3242,germany ny hunarmand afrad ky liye immigration qawaneen mai narmi kr di,TRUE
3243,america dunya ki jadeed tareen stealth planes ki naqab kushai do din baad hogi,TRUE
3244,afghanistan mai madrisy mai dhamakah 16 talib ilm janbahaq,TRUE
3245,france northern coast sy seynkron tarkeen e watan ko bacha lia gya,TRUE
3246,bharat mai muslman talib ilm ko dehshatgard kehny waly professor ko kaam sy rok dia gya,TRUE
3247,britain mai christians ki aabadi nisf sy bhi kam musalman aur hinduon ki tadad mai izafa,TRUE
3248,saudiarab international tourism global summit ka shandaar aghaz,TRUE
3249,china mai crackdown sy tang jack ma ny tokyo mai sakunaat ikhtiyar kr li,TRUE
3250,china ky teen astronauts tiangong space station ky liye rawana,TRUE
3251,madinah munawarah masjid e nabwi samet girdonawah mai musladhar barish mosam khushgawar,TRUE
3252,china corona mukhalif muzahiron ky baad moamar afraad ki vaccination mai tezi,TRUE
3253,irsaeli forces ki firing sy 2 bhaiyon samet 3 palestinians shaheed,TRUE
3254,spain american embassy ko parcel bomb sy nishana bnany ki koshish,TRUE
3255,uae sy europe mai cocaine ky bary tajir giraftar,TRUE
3256,afghanistan ki janib sy jari map par bharat bokhlahat ka shikar,TRUE
3257,russia america nuclear disarmament muzakraat multavi,TRUE
3258,hawai mai dunya ka sab sy bara faa'al atishfishan phat para,TRUE
3259,sarkari ehalkaron ki toheen istanbul ky mayor ko dhai saal ki saza,TRUE
3260,tawang sector mai bharat china foji jharap 6 bharti foji zakhmi,TRUE
3261,china covid tracking mobile application ghair faa'al krny ka faisla,TRUE
3262,bjp rehnuma ny vote na deny waly musalmanon ko dhamki dy si,TRUE
3263,european union parliament badunwani ky ilzaam mai 4 afraad par fard e jurm aaid,TRUE
3264,putin ny zelensky ko nah marny ka wada kia tha ex israeli prime minister,TRUE
3265,umrah krny ky khawahishmand afraad ky liye bari khushkhabri,TRUE
3266,saudi qiyadaat ka sadar arif aalvi ky naam taziyati khatt,TRUE
3267,turkish government mushkil ghari mai apny shehriyon ky sath khari hai naaib sadar,TRUE
3268,security khadshaat ky baais kabul mai saudiarab ka sifaratkhana band,TRUE
3269,north korea ky sadar ny foj ko apni taqat dikhany ka hukam dy dia,TRUE
3270,iran ny khufiya zyr e zameen airbase ki video jari kr di,TRUE
3271,netanyahu ki adalati islahaat ky khilaf israeli awam sarkon par aagai,TRUE
3272,chilli khofnak agg ny jungle ko rakh bna dia darjanon halak synkron zakhmi,TRUE
3273,talibaat ny larki ko hirasaan krny waly headmaster ki jam kr pitai kr di,TRUE
3274,sardi ka khatarnaak arctic blast america aur canada mai intebah jari,TRUE
3275,ham jins paraston ky khilaf bayan japani wazeer e azam ny moawin ko bartaraf kr dia,TRUE
3276,dubai flat ki farokht ny tareekh ka mehngatreen record bna dia,TRUE
3277,srilanka yom e azadi ky din musalaah afwaj ki prade par shehriyon ka ehtejaj,TRUE
3278,muneer akram ny pashtoon culture ky hawaly sy mutanziya kalimaat par mafi mang li,TRUE
3279,bharat mai kam umer larkiyon ko shadi ki rok tham ky liye mohim jari,TRUE
3280,siyahfaam par jaan lewa tashdud mai 6 american police officers bartaraf,TRUE
3281,iraq mai 22 sala youtuber ghairat ky naam par qatal,TRUE
3282,canadian larki ki qismat jaag uthi pehli koshish mai 48 million dollar ki lottery jeet li,TRUE
3283,hongkong jany waly saiyahon ky liye khushkhabri,TRUE
3284,amber heard ka johnny depp ky saath hitak e izzat case mai sulah ka ilan,TRUE
3285,saudiarab mai ramah un nasar army exercises ka aghaz,TRUE
3286,spain ka mask pehanany ki pabandi khatam krny ka ilan,TRUE
3287,china 2027 tak taiwan par hamla kr dy ga american cia,TRUE
3288,berlin mai dunya ka sab sy bara aquarium phaat gya synkron nayab machliyan halak,TRUE
3289,japan mai corona sy honi wali amwaat mai batajreej izafa,TRUE
3290,kashmirion par ilzaam thopny ky liye bharti foj ny 2 panditon ko qatal kr dia,TRUE
3291,bharat bihar mai zehreeli sharaab peeny sy 31 afraad halak,TRUE
3292,saudiarab mai islami tareekh ki 15th century ki numaindgi krta pehla museum qaim,TRUE
3293,balqees bano ijtemai ziadati case bharti supreme court ka mujrimon ky haq mai faisla,TRUE
3294,european union ki sarbarah jung zada ukraine pohanch gain,TRUE
3295,bharat mai south korea ki khatoon ko live streaming ky doran harassment ka samna,TRUE
3296,chinese scientists ny cloning ky zariye 18 ton dudh deny wali super cow bna li,TRUE
3297,donald trump ky khaandani karobar par tax fraud sabit,TRUE
3298,britain lakhon mehnatkashon ki hartal hazaron school aur transport band,TRUE
3299,iraq mai turkiye foji addy par rocket sy hamla,TRUE
3300,congo pope ky istaqbaal ky liye 10 lakh log airport pohanch gaye,TRUE
3301,bharat mai christians par tashadud ky waqiyat mai izafa,TRUE
3302,saudi cabinet ki europe mai quran e pak ki behurmati ki mazammat,TRUE
3303,russia nuclear agreement ki passdari nhi kr raha hai america,TRUE
3304,saudiarab ny saiyahat ky frogh ky liye muft visa mutarif krwa dia,TRUE
3305,namibia mai rhinos ky illegal hunt mai khatarnak haad tak izafa,TRUE
3306,australia gumshuda radioactive capsule ki taalash mai nuclear atomic agency bhi shamil,TRUE
3307,bharti companies ny 8 months mai record kharbon rupees jama kr liye,TRUE
3308,ukraine ki fizaai madad ki pukaar america ka inkaar,TRUE
3309,bharti kissan ka jamni aur naranji rang ki gobhi kaasht krny ka kaarnama,TRUE
3310,south africa birthday celebrate krny walon par goliyon ki barish 8 afraad halak,TRUE
3311,corona ki mojuda lehar khatam hony wali hai chinese mehakma e sehat,TRUE
3312,lapaata saudi saiyah ki laash america ki jheel sy baramad,TRUE
3313,corona ka khatrah abhi taala nhi hai who,TRUE
3314,russian president putin ny phone call par missile hamly ki dhamki di thi boris johnson,TRUE
3315,japan barfani toda girny sy 2 afraad halak,TRUE
3316,peshawar dhamaka america aur turkiye samet kai mumalik ki mazammt,TRUE
3317,saudiarab ny palestine israel khasheedgi par khabardar kr dia,TRUE
3318,france ukraine ko fizaai diffa ky liye radar faraham kry ga,TRUE
3319,myanmar ky army dictator ny emergency mai 6 maah ki tosee kr di,TRUE
3320,asia ky ameer tareen shakhs par dhokha dahi ka ilzaam ak din mai 20 billion dollars sy hath dho baithy,TRUE
3321,bharti wazeer qatilana hamly mai halaak police officer ny goliyan maar di,TRUE
3322,afghanistan mai khawateen ky haquq ky liye sargaram ustaad giraftar,TRUE
3323,russia ny mulk ki saab sy bari azaad news website par pabandi lga di,TRUE
3324,indian army jets urrna bhool gyae 2 jets apas mai takra ky tabah,TRUE
3325,ukraine ka hospital par hamla 14 afraad halaak russian defense ministry,TRUE
3326,america siyahfaam shehri police tashadud sy halaak shehriyon ka shadeed ehtejaj,TRUE
3327,saudi foreign minister shehzada faisal bin farhan ka abudhabi mai munaqid forum sy izhar e khayal,TRUE
3328,newzealand ky capital auckland mai tufani barishon ky baad emergency nafiz,TRUE
3329,adani group aur modi sarkar mai corruption gathjor ky hoshruba inkeshafaat,TRUE
3330,saudiarab pehli martaba unesco ki world heritage site ka sadar muntakhib,TRUE
3331,canada mai islamophobia rokny ky liye pehli baar numainda e khasusi muqarar,TRUE
3332,sarhadi tanaziya bharat eastern laddakh mai 26 petroling points sy mehroom,TRUE
3333,gujjrat fasadaat modi par banany wali documentary film ki numaaish,TRUE
3334,somalia mai american forces ka operation senior daaish commandar 10 sathiyon samet halak,TRUE
3335,japan ki 5 sala koshish kamyaab tareekh raqam hogai,TRUE
3336,japan maal bardaar behri jahaaz dubny sy 8 afraad halak,TRUE
3337,barcelona mai pakistani dukandar par bharti nujawanon ka hamla,TRUE
3338,saudi hukaam ny croron maliyat ki ghair qanuni adwiyat ki smuggling ko koshish nakaam bna di,TRUE
3339,american airforce ka chinese mulazim china ka jasus nikla,TRUE
3340,bharat hindu januniyon ky hathon sar e aam ak musalmaan nujawan ka qatal video viral,TRUE
3341,pakistan ko 200 million dollars ki imdad par check and balance rakhen gy ned price,TRUE
3342,donald trump ky twitter ky baad degar social media accounts bhi bahaal krny ka faisla,TRUE
3343,twitter ky malik elon musk phir bari muskhkil mai phans gaye,TRUE
3344,bharat ky republic day par maqbuza kashmir mai black day,TRUE
3345,ukraine ki bandargah par turkiye ky cargo jahaaz par missile hamla,TRUE
3346,makkah mukarrama ky dakhli raaston par jald naya security system nasab hogya,TRUE
3347,bharat aur pakistan 2019 mai atomic war ky qareeb pohanch gaye thy mike pompeo,TRUE
3348,ukraine ny soledar sy apny fojiyon ky inkhela ki tasdeeq kr di,TRUE
3349,philippines mai 2 jets gir kr tabah airforce ky 2 pilots halak,TRUE
3350,china ko geedar bhabkiyan deny wali bharti foj ki buzdili benaqab,TRUE
3351,purisrar bimari north korea ka capital 5 din ky liye mukamaal band,TRUE
3352,quran e pak ki behurmati qabil e mazammat makruh aur nafrat angez hai ned price,TRUE
3353,nasa ny saal 2022 ko panchwan garamtreen saal qarar dy dia,TRUE
3354,saudiarab iraqi jurwan bachon ko alehda krny ka operation kamyab,TRUE
3355,afghanistan khoon jama deny wali sardi sy halakton ki tadad 124 hogai,TRUE
3356,bharat 4 manzila rehaishi imarat zameen bos halakton ka khadsha,TRUE
3357,thai police ny chand roz mai ak yon sy zaid crystal meth pakar li,TRUE
3358,rahul gandhi ka occupied kashmir ki riyasti haisiyat bahal krny ka ilan,TRUE
3359,ak din mai masjid al haraam mai 87000 aab e zam zam ki bottels taqseem,TRUE
3360,north korea ny intehai sard mosam ka alert jari kr dia,TRUE
3361,ex britain foreign secratory ny modi ko gujjrat qatal e aam ka zimedar qarar dy dia,TRUE
3362,dunya naye khatry ky liye tayar rahy bill gates ki paishgoi ny sab ko pareshan kr dia,TRUE
3363,shahi khandaan ka mulazim bn kr hotel sy fraud krny wala jaalsaaz giraftar,TRUE
3364,america mai 3 din mai firing ka dusra waqia 7 afraad halak,TRUE
3365,america south asia mai amn o istehkaam ki khawahish rakhta hai ned price,TRUE
3366,china northern city mohe mai sardtreen darja hararat ny tamam record tor diye,TRUE
3367,awam shadeed barafbari aur sakht mosam ky liye tayar rahy japan meteorological department,TRUE
3368,girta huwa birth rate sangeen masla hai japanese prime minister,TRUE
3369,united nations ki zeyli committee ki sweden mai quran e pak ki behurmati par mazammt,TRUE
3370,uae mai maaldar aur digital bhikariyon ky gird shikanja sakht,TRUE
3371,bharti intehapasand hinduon ky hathon mazeed 2 korean larkiyan harassment ka shikar,TRUE
3372,america mai new lunar year ki celebrations ko doran firing 10 afraad halak,TRUE
3373,chinese billionaire ny apni 93 percent dolaat kho di,TRUE
3374,sweden mai quran e pak ki behurmati par muslim ummah sarapa ehtejaj,TRUE
3375,sweden ki nato mai shamuliyat ka mamla khataai mai par gya,TRUE
3376,saaneha tareekhi babri masjid ko 30 baras beet gaye mulzimaan ab tak azad,TRUE
